"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Barbados","BRB","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","91535871.3248896","98137846.7934745","100085948.030975","100027878.302769","108266867.156384","114180301.513964","94570706.1209744","92220264.5969656","95815057.5196599","104802039.823597","104248994.758136","108949877.811752","96782886.3828164","91114174.4660446","82956759.7574994","88901994.2042026","85860232.2349793","77564554.3778174","73969775.5671124","73831510.5376434","73554980.4787054","86551557.3823244","85998497.2644483","74522835.6849885","81574128.2769293","84615902.9475029","76596755.149279","73416715.4492364","70513261.7858765","65397567.6510125","70651526.8153456","66715105.6263896","67616169.3780758","59549884.7654074","66505156.5701687","65812376.653049","61016369.4630487","61575540.9525675","63012484.9960509","61417965.1545981","61667124.514469","61036883.4893042","59040034.9595621","67751932.5801276","64679832.6713446","60982805.2949183","58496743.2368906",
"Brunei Darussalam","BRN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62999183.474064","64606836.5864001","65605354.9463403","65169528.6243802","68054446.0409013","68895525.3921269","70901976.1757402","71882652.6434627","80031017.9219438","82966322.9938736","92236127.407322","98285425.4466077","104030514.740695","109419662.767927","121788039.015759","136390148.443043","138173082.456311","124543938.930264","118979778.975349","123431106.939281","130479012.996257","122831117.277369","120141384.782244","129107159.765993","128210582.267618","133590047.257868","142555822.241618","137338099.832075","135200390.102699","133069942.651061","131189461.005969","150073476.170655","175463354.539825",
"Bhután","BTN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","100871128.562313","106601483.389241","111735549.766933","120550197.130263","126839004.627147","132242077.164156","138876816.86084","145266901.695007","156499819.868938","165373908.489363","174058060.833465","172652228.68227","173661357.054643","173374026.197503","173864693.361801","176494476.761212","180109424.324727","187349060.458636","191917912.207913","194934864.0188","205429762.701378","216706666.753555","222853543.866051","227579880.403999","232473114.339089","234870094.330804","241215861.05848","242935421.698422","244261569.919289","250899784.306352","252925234.751393","258838199.002106","264630254.946472","270607234.697976","276377873.740655","289256829.493748","301478091.988727","310366496.716227","323551870.374564","327759364.052233","342736106.656808","",
"Botswana","BWA","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","52477408.536971","53769959.6199018","55708786.244298","57647594.0702965","59748013.0778221","55505066.297117","65448806.6398276","72190307.0359847","84830624.9781447","85729496.7108504","84268830.1455547","106066375.663488","133931267.783902","175672426.473679","192863291.958174","183098551.458096","189033988.588943","192119545.899874","185755558.098049","180720083.021016","172170481.152443","165613657.761831","156635505.231643","135572212.490362","124022755.934308","129551053.945157","131843800.977241","168934930.164316","202019090.844489","196319349.995562","202233356.775161","207761673.839072","209947289.516202","204798196.981627","198531546.35235","241110272.884599","233327672.577903","217142119.223388","206238954.940853","223984790.283288","193042363.670644","214641907.988673","170672083.175107","205019849.171451","205988559.310007","200832510.300943","227598795.813588","255445750.44451","260487883.672819","277087155.324366","293204660.688865","293717904.320773","268657996.122989","272230131.728778","271274416.996131","263550202.38918","304165527.195186","277538052.841041","306150416.282063","315250945.491707","309773775.134051","",
"República Centroafricana","CAF","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","892864632.064672","919312147.746899","953045845.369232","971743512.987893","539402672.82772","531599834.350044","534649432.682066","561616254.422571","579585303.847222","197294063.750957","203502863.402978","212744399.042394","219455237.826253",
"Canadá","CAN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18693901241.8374","19613020479.0232","21262346217.7747","21681809610.8573","21714966052.3953","20990927900.142","22974899882.9543","25029810228.8353","25222578182.7756","24949618559.8063","23479181989.0419","25170916693.3001","23891705989.1479","24203219359.3036","25192506697.8855","25520212766.9781","29881403077.1241","27889720657.6711","29104161348.0672","30301638295.8623","30997917312.2261","30878400852.3466","31803689220.8365","32862372835.159","30186748097.9672",
"Europa Central y del Báltico","CEB","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38464238019.7469","38042602102.2944","38026063469.3155","35222092444.0689","33608671815.4792","31878994354.4385","35094687756.4866","34612243100.4175","35232836222.5334","40516836910.8766","38470319905.5914","37685658334.698","33814121926.2813","38293903083.6094","39420092376.1286","35549418371.3882","37862189629.0789","33506032340.2011","37160789023.1488","39279799491.7001","37119378231.0437","38643463776.8947","39380323986.8661","39803731569.7192","39420361827.274","39547274044.4496","40632854107.6394",
"Suiza","CHE","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4647599521.98466","4613712746.49243","4748374544.5021","4554463882.92788","4270059986.01566","4382671273.087","4358944711.34317","4367101561.20255","4421340975.95537","4527886060.54531","4610612104.45671","4264294080.29977","4381774539.14704","3735368606.38649","4389802541.95132","4232248570.78853","4052891391.90609","4313024244.35776","4309288718.84891","4515592596.76362","4362412151.85028","4807957994.77426","4631329464.01038","4326648781.34581","4801173781.68739","4348277422.08759","4389119860.3771","4251995421.07231","4614329965.44994","4309720979.937","4217884202.3228","4048891937.75211",
"Islas del Canal","CHI","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","998354354.259168","980020718.758263","935367014.747314","993381669.567228","1006240328.98731","1017541885.10828","1230061369.56338","1263915808.82612","1327957960.24818","1171594652.50314","1209015360.58828","1195754868.06032","1096250944.94397","986851881.576187","1250906461.9926","1305605993.66843","1284509755.56089","1420982324.50593","1368291958.3534","1452727139.96436","1508431254.41796","1566445909.23787","1555144353.10078","1522545642.29414","1658917753.02266","1775800957.96234","1911140206.73938","2093166604.47756","2334181347.56552","2480015095.01823","2705924021.28592","2771630411.32343","3104304068.15134","3201246104.48089","3442710891.41362","3680803611.29293","3784046260.25804","4003945088.29231","4278069179.66536","4194328443.26399","4522245240.82634","4717297310.99523","4993696114.13116","5180266866.99789","5727956290.54417","6400692609.52713","7043713453.49489","7130364466.8188","7703199501.41114","7649002927.20609","7917740086.73487","8937022356.5509","8996357665.80453","8819611232.74798","8682439775.35622","8995181098.05158","9231007351.25142","9585373481.63034","9939057423.83451","9872450769.78295","9713246781.61691","9950179404.80664",
"China","CHN","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","98001731333.601","99373755577.6796","103845574574.067","115580124501.004","130489960571.658","143147486741.068","153454105795.263","156369733796.869","153867818069.852","155098760597.351","167041365170.614","170215151120.032","168683214741.068","183864704070.654","191403156932.959","195231220088.318","191717058113.208","187499282842.232","185412189177.037","196786172878.362","193868877591.329","207405838683.26","231317293344.039","250576524769.169","282852318313.93","288067774082.698","297627842665.596","311628806069.852","319556434411.883","329382793914.091","353519082761.943","361839261116.018","378668416073.866","396273390108.39","411908537952.63","432267704568.446","454053538241.67","469657725780.811","485781049987.957","499049543894.018","510670002537.134","524141840995.584","538293390558.009","551062013215.576","584704459156.965","614371862898.434","643586954765.154","666264705869.129","700617345194.701","728659034443.998","759634837767.965","791344193159.374","826689913560.819","858163650533.922","892923296619.831","927734103010.839","958143497213.97","996098349337.615","1030791633063.03","1062506963645.12","1095786038024.89","1173102920915.3",
"Côte d'Ivoire","CIV","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6956250438.54849","6751670057.10476","6478198592.48388","6941774097.33265","6757312788.29563","7038231254.89567","8177208480.4817","8412578776.77319","8073417694.54157","8336010767.71654","8774998993.9306","9092339708.94013","9290457345.9896","",
"Camerún","CMR","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","933942333.210237","971472590.259971","1032728840.3508","1087082993.37761","1146182373.64125","1202262051.01655","1217791768.68474","1288538542.84937","1339010160.68556","1403717529.83237","1420972771.58509","1439953678.94871","1458934445.03342","1514151360.23448","1740195593.98519","1744509475.21542","1974050132.47298","2049499232.30314","1894209830.08494","2061475136.06901","2239577305.48286","2376010192.77859","2388233468.57177","2085854544.05034","2234244252.56249","2211901774.51258","2123425652.60964","2250831307.89405","2530102991.59287","2703205090.77122","2876478232.60393","2939028458.43901","3023255993.58647","3123674713.29926","3344624970.45925","3404299312.20714","3519477581.18187","3607907116.51637","3723297608.37098","4033025305.92782","3833049026.38835","3833416371.98147","4039898025.49325","4186785283.8912","4293992325.02927","4509527978.48256","4641310374.20908","4802118199.17367","5004965797.96101","5266675713.93962","5543192945.43731","5683428713.76201","5826669086.36186","6050637947.5065","6284444086.58861","6323411036.44258","6578497432.73246",
"Congo, República Democrática del","COD","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","3533357330.0535","3550760718.12605","3072819801.58463","3156016627.98523","3204389832.00413","3326315851.17657","3392074984.6046","3341766301.04518","3519825207.07972","3403705932.93789","3409512677.57717","3514018462.44044","3612682890.96402","3685071171.70955","3803023316.70953","3883548023.72847","3985450299.01014","4095420084.35612","4191926356.9197","4277178730.59793","4402222528.79136","4525553217.84602","4643745191.91115","4773927704.70279","4922952274.72282","5015450367.82258","4974340036.26223","5551596565.13168","5668179876.8034","5513985962.23712","5433804612.58419","5558782250.68466","4908414737.16616","4834453931.51166","4658748102.20547","4689662936.31502","4765189050.0257","4788140379.39944","5058085580.22795","5197863624.71951","5341975466.40469","5490558817.56435","5689010896.23532","5892219992.65694","6095684072.28233","6354494626.82841","6655683776.78581","6965629702.209","7192713272.73508","7308546488.00363","7423568805.9995","7656948969.45062","7850831896.29589","8036914065.8319",
"Congo, República del","COG","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","188309403.648363","181584144.393367","182676744.462293","183953491.57321","191987209.990941","173141306.317696","187478267.926529","199609104.313754","208431160.647893","201814414.827622","219459341.77939","227179476.350522","236001613.902091","244824484.936739","253646540.85868","262469330.685541","250338575.510924","260263286.66931","259160631.842653","275702903.541103","296649194.825563","309688805.259848","325173163.936603","339842715.246691","334137921.50644","336582833.061194","339312984.213772","372620830.198811","397363335.723982","412375105.769868","418894870.164966","379054121.064424","404294657.828158","364920304.556638","353291960.52349","376150495.649482","378181708.284287","381173029.383129","387582941.11286","362472295.829596","378287714.469266","408636220.312104","443686607.365627","471470450.817565","494124969.246652","515924600.292456","523107930.318815","515956330.844962","553233398.585361","556143346.05388","577691968.648686","606473555.91087","702413201.533041","728269123.573875","728006420.758014","705858425.203682","705170365.11608","768342263.717767","759532808.561949","761156669.978245","","",
"Colombia","COL","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","3947825918.6969","4057941094.74266","4345548725.6941","4618614040.82139","4782326222.84943","4946482929.65606","4986871194.87939","5376656056.43191","5503790186.87499","5809115311.68257","6144985649.44961","6332575170.56994","6539533278.05011","7070232542.92335","7412770754.55756","7576863957.8765","7819511067.01971","7671420761.20081","7886888346.24435","8025262607.13949","8157413518.94605","8432764962.18343","8971148158.18585","9219574091.63905","9615899820.08334","10176128241.0188","10528393136.7332","10660922344.147","10843149033.0962","11118562107.4934","11533619887.5742","11391148963.7278","11465202318.3793","11469649227.2512","11464189941.7294","11905489590.5216","12115936178.373","12667306238.5022","13058736891.8905","13447536962.9293","13825910527.3318","14120598746.6487","14675692149.8669","14557525091.6259","14523606769.3531","14567737059.6221","14846013187.5166","15217655879.9472","16351913753.8031","16827864405.0513","17551455280.2056","18031782489.1664","19037296623.6425","19340737958.3847","19866289597.0426","20270391759.1752","20747174921.9346",
"Comoras","COM","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","135671933.019625","140917503.500754","149911244.224778","157139858.264648","163596423.948838","167329028.700692","170451466.203702","173243915.296623","177901110.216367","172241497.673524","181011095.326544","171245306.24684","185855076.138791","191439974.324634","181337970.638424","187884816.170658","185459712.666326","192934261.464658","195409174.540324","199166684.077845","220774698.742245","225923763.178914","231175559.856459","236041332.356165","240570890.249365","247397914.620353","253947873.250795","257478126.619104","263143965.358365","276299918.386999","283758901.69429","289717371.665139","285374599.664442","300498030.760776","297191920.463471","295591787.984361","301195364.759454","312601445.285156","329896573.691659","332903241.298496","347191750.039875","352920366.894987",
"Cabo Verde","CPV","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","","","","","","26170776.6105446","24411394.7921886","19582860.6143494","18536682.7030731","19140357.2525436","24214471.8049232","25930359.2912574","34577679.211893","37324474.8428353","36284372.4409773","32130069.0998455","29848478.4852903","28439452.410361","36422251.4419268","40500834.4153391","50033585.5045575","50980948.7306731","53385290.0611666","55462580.1377014","79741445.5759443","87384760.3966301","80157262.216495","77519070.1610147","79054979.6515896","83853260.3350947","80674937.4482919","80904368.4093397","106515202.655656","107531360.824901","118839119.253745","114309413.81497","120267210.494578","131017803.905636","129287260.765043","129069623.017772","139518744.648375","134635874.33762","117766637.03178","95340190.9293904","88374552.7414219","82588707.5366089","86590062.0298558",
"Costa Rica","CRI","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","423338211.285041","438902913.641548","465802190.186721","464446379.890003","484729302.120444","494653833.592542","539124411.774721","581534158.274689","634031133.488168","699923514.572521","728666693.138643","762290788.838248","803615887.104471","849008416.278985","834636826.995924","859963363.601258","864247724.17081","883283300.926093","941583144.26539","946247131.737613","941528911.863679","989524596.846345","942993187.000096","980684713.626132","1079387704.20304","1019786282.96873","1068703918.96187","1113879518.49327","1164803753.74877","1251467148.78779","1282705018.34051","1362914756.26993","1431399504.55346","1490961541.71554","1571003862.1978","1720646418.2099","1758442285.52463","1852932300.36121","2002299208.26378","2076999476.45498","2049595496.70584","2061647363.71573","2010151929.83543","2164292895.57034","2213840381.37635","2260763639.31536","2466910226.41862","2580508875.09434","2496915764.72696","2413138199.90474","2565954968.71878","2561835551.3162","2688400147.06043","2688697624.8133","2748762582.89222","2680488997.61264","2822135086.9037","2927805325.03205","3045156481.14263","3000537946.13831","3016786537.90763","3124715884.45757",
"Estados pequeos del Caribe","CSS","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","","","","","","2637374314.14173","2294013046.23086","2250319697.48337","2304185731.96446","2260132688.86033","2244615220.07373","2269336628.00362","2215818055.03132","2151289398.8974","2200612847.85042","2242449853.34351","2279737114.61349","2419278644.35763","2421183070.93148","2435590006.1404","2489503380.98586","2634142211.91535","2795869919.81856","2823428267.28759","2904338913.9505","2989140684.85417","3141337573.47158","3017255510.01854","2874925383.24079","3036075261.68242","2874166075.96745","2996327318.46549","3034199503.24662","3095490255.67131","2912247732.05159","2675761700.94673","2809544082.70698","2751531003.79145","2738605494.51941","2917840855.01559","2981174098.30899","3105917775.33501","3222530409.98649","3207853409.87164","3317335900.39781","3432078598.16187","3362404017.84298","3423206117.92322","3449573694.48023","3334160302.9596","3363499420.14434","3332499957.69346",
"Cuba","CUB","Agricultura, valor agregado (US$ a precios constantes de 2010)","NV.AGR.TOTL.KD","","","","","","","","","","","2146369479.43554","2330300408.90828","2442689807.08627","2527002949.69484","2552901574.66037","2793458032.90545","2943005087.27439","3200774005.13164","3415901761.03379","3458489498.49932","3274566508.63583","3912235618.67235","4287865463.94128","4541463079.46757","4918885681.73661","4812081256.11996","4885661271.71714","4992662305.69688","5164888235.1961","5186989127.04625","4733649815.48413","3597875820.64265","3226471745.9591","2492827412.65823","2370193910.41869","2467492156.47517","2898460954.23564","2966147030.185","2547502142.16163","2843628724.44012","3102983544.3038","3130643719.57157","3051893573.51509","3124948977.60467","3131457254.13827","2766839033.98247","2599568354.43038","3068489678.67575","3088014508.27653","3081668938.65628","2899437195.71568","3024721518.98734","3045873417.72152","3189055501.46056","3260646543.33009","3342000000","3535621226.87439","3486809152.87244","3577925024.34275","3187428432.32717","2456386270.69133","",
